"cleaning_fee","beds","host_response_time","host_is_superhost","neighbourhood_Bronx","neighbourhood_Brooklyn","neighbourhood_Manhattan","neighbourhood_Queens","neighbourhood_Staten","latitude","longitude","room_apt","room_private","room_shared","accommodates","bathrooms","bedrooms","guests_included","transit","access","minimum_nights","calculated_host_listings_count","property_type","review_scores_rating","reviews_per_month","is_business_travel_ready","review_scores_cleanliness","review_scores_checkin","is_location_exact","review_scores_location","review_scores_value","cancellation_policy","availability_30","availability_60","availability_90","availability_365","bed_airbed","bed_couch","bed_futon","bed_sofa","bed_real","instant_bookable","wifi","heat","air","kitcken","shampoo","essential","tv","gym","washer","dryer","fridge","self_check","hair","smart","aid","hanger","co"
50,1,0,0,0,1,0,0,0,705.1166400677,378.126706235392,0,1,0,2,1,1,1,1,0,3,1,0,100,0.1,0,9,10,1,9,10,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0
35,2,3,0,1,0,0,0,0,813.950414811302,413.245555479804,0,1,0,4,1,1,1,1,1,28,5,0,89,0.42,0,8,10,1,8,9,2,0,0,28,302,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0
25,1,10,1,0,0,1,0,0,812.113798061098,362.203689782802,0,1,0,2,1,1,1,1,1,3,1,0,96,3.32,0,10,10,1,9,10,2,13,43,73,101,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1
0,1,10,1,0,1,0,0,0,691.288080095703,338.102255195693,0,1,0,2,1,1,1,0,0,7,1,0,100,2.11,0,10,10,1,10,10,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1
250,1,6,1,0,1,0,0,0,701.461223613002,318.121071666297,1,0,0,2,1,1,1,1,1,28,1,0,94,0.56,0,10,10,1,9,9,3,0,0,9,224,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1
120,2,0,0,0,0,1,0,0,832.701934307899,355.1371821315,1,0,0,5,1,2,1,1,1,1,1,0,100,0.1,0,10,10,1,8,9,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1
75,3,0,0,0,0,1,0,0,768.712586523698,311.804537363201,1,0,0,4,1.5,2,1,1,1,5,1,0,97,0.71,0,9,9,1,10,10,3,0,0,0,58,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
99,8,6,0,0,1,0,0,0,661.0572157566,352.9334108499,1,0,0,10,1.5,4,6,1,1,1,7,0,65,0.17,0,5,9,1,8,7,2,30,60,90,365,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0
50,2,10,0,0,0,1,0,0,760.3017652049,307.782555896992,1,0,0,4,1,2,1,0,1,3,1,0,89,4.08,0,9,10,1,10,9,2,5,21,35,293,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1
15,2,6,1,0,1,0,0,0,677.577109961398,314.807893150999,0,1,0,2,1,1,1,1,1,2,1,0,97,2.43,0,10,10,0,10,10,2,11,29,41,112,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1
40,1,1,0,0,1,0,0,0,703.603348874701,369.732745574993,0,1,0,1,1.5,1,1,0,1,15,1,0,84,0.27,0,8,10,0,9,8,3,29,59,89,89,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1
75,1,10,0,0,0,1,0,0,864.6445834204,372.320946842095,1,0,0,2,1,0,1,1,1,7,1,0,83,0.19,0,8,9,1,9,9,1,13,20,20,20,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
75,2,0,0,0,0,1,0,0,729.624756824201,310.683087500294,1,0,0,2,1,1,1,1,1,16,1,0,95,0.13,0,9,10,1,10,10,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1
75,1,6,1,0,0,1,0,0,735.284596606199,302.556110669698,1,0,0,2,1,1,1,1,0,2,1,0,95,3.72,0,10,10,1,10,9,3,11,18,29,245,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1
75,1,0,0,0,0,0,1,0,743.197298347802,344.348506287403,1,0,0,2,1,1,2,1,0,2,1,0,93,0.19,0,9,10,1,10,10,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1
15,1,10,1,0,0,1,0,0,826.520592125803,346.957240660203,0,1,0,2,1.5,1,1,1,1,1,2,0,96,2.98,0,9,10,1,9,10,3,30,42,42,42,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1
20,1,3,0,0,1,0,0,0,666.713958780498,318.282318670001,0,1,0,2,1,1,1,1,1,2,2,0,95,0.13,0,10,10,1,10,10,2,29,59,89,364,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
50,1,6,0,0,1,0,0,0,661.471930006599,353.274583640697,0,1,0,2,1.5,1,1,1,0,1,7,0,74,0.26,0,7,8,1,7,7,2,30,60,90,365,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
65,1,0,0,0,0,1,0,0,793.998228265998,323.684866519002,1,0,0,2,1,1,2,1,0,5,1,0,96,0.52,0,10,10,0,10,9,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1
60,1,0,0,0,0,1,0,0,721.3856936593,318.793107872395,1,0,0,2,1,1,2,1,1,2,1,0,90,0.79,0,9,10,1,10,9,3,0,3,33,308,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1
50,1,0,0,0,0,1,0,0,783.234498410501,322.792155202691,1,0,0,2,1,0,1,0,0,3,1,0,100,0.03,0,10,10,1,10,10,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
100,2,0,0,0,0,1,0,0,812.080057199999,349.031488323192,1,0,0,4,1,2,1,0,0,3,1,0,100,0.06,0,10,10,1,10,10,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1
50,1,0,0,0,0,1,0,0,774.594843093297,352.4043691679,0,1,0,2,1,1,1,1,1,2,1,0,97,0.57,0,9,10,1,10,10,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1
69,2,3,0,0,0,1,0,0,771.116760113202,348.122428500091,1,0,0,2,1,1,1,1,0,3,1,0,87,0.1,0,8,10,1,10,10,3,3,3,3,3,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
30,4,10,1,0,1,0,0,0,631.1819863175,403.211294400791,1,0,0,7,1.5,3,2,1,1,2,1,0,98,4.13,0,10,10,1,9,10,3,18,40,67,342,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1
65,2,10,1,0,1,0,0,0,715.335979181603,333.669107697901,1,0,0,5,2,2,1,1,0,2,2,0,98,2.45,1,10,10,1,10,10,2,8,16,27,241,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
20,1,10,0,0,1,0,0,0,706.903476251902,348.190968338898,0,1,0,1,1.5,1,1,1,1,1,2,0,91,3.78,0,9,10,0,10,9,3,18,48,61,237,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1
75,4,10,1,0,1,0,0,0,663.074207070203,316.596975532491,1,0,0,5,1,3,4,1,1,4,1,0,99,1.74,0,10,10,1,10,10,2,2,18,40,197,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1
35,1,10,1,0,0,1,0,0,769.915893634803,311.820343279692,0,1,0,1,1,1,1,1,1,1,2,0,97,5.94,0,10,10,1,10,10,2,6,14,20,246,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1
50,1,0,0,0,0,1,0,0,719.592301427802,303.959889973697,0,1,0,2,1,1,1,1,1,2,2,0,80,0.07,0,9,10,1,9,8,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
50,2,10,0,0,0,0,1,0,767.7524493416,366.919326261794,0,1,0,4,1,1,2,1,1,1,6,0,74,1.28,0,7,9,1,9,8,3,3,33,63,153,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
30,1,10,0,0,1,0,0,0,637.408160479701,298.818476327696,0,1,0,2,1,1,1,1,1,1,2,0,96,1.04,0,10,10,1,9,9,3,0,19,48,314,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1
120,3,10,0,0,0,0,1,0,703.263183376301,397.291266398199,1,0,0,4,1,3,1,1,1,5,3,0,96,0.47,0,10,9,0,9,9,3,30,60,90,180,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1
20,1,10,0,0,1,0,0,0,717.1513877243,340.890509723891,0,1,0,2,1,1,1,1,1,2,2,0,93,4.51,0,9,10,0,10,10,3,5,12,14,226,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1
60,2,6,1,0,0,1,0,0,760.291919542198,331.769157238,0,1,0,4,1,1,1,1,1,2,2,0,96,1.37,0,9,10,0,10,9,3,5,26,40,315,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1
40,1,10,1,0,1,0,0,0,712.416502495998,349.908665337594,0,1,0,2,1,1,1,1,1,2,1,0,96,1.06,0,9,10,1,10,10,3,29,57,57,57,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1
50,1,0,0,0,0,1,0,0,770.184329210799,340.5304780226,1,0,0,2,1,1,1,0,0,2,1,0,96,1.08,0,10,10,1,10,10,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
0,1,6,0,0,1,0,0,0,677.625910946901,298.915924088291,1,0,0,2,1,0,2,1,1,24,1,0,98,0.48,0,10,10,0,10,10,3,3,3,33,33,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1
15,1,10,1,0,1,0,0,0,688.395959089597,369.50405451509,0,1,0,1,2,1,1,1,1,1,7,0,95,5.21,0,10,10,1,9,10,3,13,41,41,41,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1
150,2,6,0,0,1,0,0,0,679.898394685402,335.837148154695,1,0,0,3,1.5,2,5,1,1,7,3,0,91,0.23,0,10,10,1,9,10,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0
30,1,0,0,0,1,0,0,0,695.885669412199,367.676914866394,0,1,0,2,1,1,2,1,1,1,1,0,100,0.1,0,9,9,1,9,10,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
85,1,0,0,0,0,1,0,0,815.4141223403,358.509188672599,1,0,0,3,1,1,1,1,0,5,1,0,83,0.38,0,8,9,1,8,9,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1
50,1,0,0,0,1,0,0,0,641.528685990402,284.379693700501,0,1,0,2,1,1,1,1,1,1,1,0,100,0.06,0,10,10,1,9,10,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
50,1,0,0,0,0,0,1,0,739.263753141202,379.545465636795,1,0,0,4,1,1,1,1,1,3,1,0,100,0.07,0,10,10,1,10,10,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1
100,1,6,0,0,1,0,0,0,672.932878317297,333.223488268999,1,0,0,2,1,0,2,1,1,25,1,0,97,0.19,0,10,10,1,10,10,2,17,17,17,17,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1
50,1,0,0,0,1,0,0,0,685.476497217799,350.118098013098,1,0,0,2,1,1,1,1,0,2,1,0,100,0.1,0,10,10,1,9,9,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
15,1,1,0,0,1,0,0,0,706.8953274092,347.842967609296,0,1,0,2,1,1,1,1,1,2,5,0,81,0.54,0,8,9,1,8,8,2,0,0,1,276,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,3,0,0,1,0,0,0,680.390795598903,358.380202108691,0,1,0,2,1,1,1,1,1,5,1,0,93,0.2,0,10,10,1,8,9,3,27,28,28,28,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0
40,1,0,0,0,1,0,0,0,682.822795236603,302.255053005894,1,0,0,2,1,1,3,1,0,5,1,0,100,0.1,0,9,10,1,10,10,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
50,1,0,0,0,0,1,0,0,764.114307497302,304.584539426799,1,0,0,2,1,1,2,1,1,6,1,0,94,2.32,0,9,10,1,10,10,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1
40,1,1,0,0,1,0,0,0,645.880603013303,350.388526185597,0,1,0,1,1,1,1,0,0,1,1,0,50,0.07,0,9,10,0,8,5,3,29,59,89,364,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
30,1,0,0,0,0,1,0,0,759.463123632898,309.173301827798,0,1,0,1,1,1,1,1,1,1,1,0,92,0.16,0,9,10,1,10,9,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1
15,1,0,0,0,0,1,0,0,850.760892801396,369.507619511694,0,1,0,2,1,1,1,1,0,4,2,0,98,0.61,0,9,10,1,9,10,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
80,1,6,1,0,1,0,0,0,681.668229918202,307.240262787104,1,0,0,3,1,1,2,0,0,4,2,0,97,1.73,0,10,10,1,10,10,3,9,26,34,223,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1
50,1,0,0,0,0,1,0,0,818.819783926799,353.199852676894,1,0,0,2,1,0,1,0,0,1,1,0,100,0.03,0,10,10,1,10,8,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
25,1,10,0,0,1,0,0,0,691.142409757198,359.514848596504,0,1,0,2,3,1,1,1,1,2,11,0,79,2.71,0,8,9,1,8,8,3,21,51,81,356,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1
25,3,10,0,0,1,0,0,0,691.2712124591,357.98052855759,0,1,0,5,3,1,2,1,1,2,11,0,83,2.55,0,8,9,1,8,9,3,15,45,69,333,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1
30,2,10,0,0,1,0,0,0,691.6445668951,357.866944993191,0,1,0,3,3,1,2,1,1,1,11,0,82,2.84,0,8,9,1,8,9,3,19,49,79,354,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1
25,1,10,0,0,1,0,0,0,689.660692092801,359.124688211196,0,1,0,2,3,1,1,1,1,1,11,0,79,2.72,0,8,9,1,7,8,3,20,50,80,355,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1
50,1,0,0,0,0,1,0,0,756.687844750601,335.887840347596,0,1,0,2,1,1,1,0,0,1,1,0,80,0.1,0,7,6,1,10,8,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
60,1,0,0,0,0,1,0,0,713.8236499814,302.314832785896,0,1,0,2,1,1,1,1,1,6,1,0,100,0.08,0,10,10,1,9,9,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
50,1,3,0,0,0,1,0,0,848.050944584898,357.914982977704,0,0,1,1,1,1,1,1,1,1,1,0,83,0.23,0,9,9,1,9,9,3,28,58,88,363,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1
0,1,10,0,0,1,0,0,0,588.510701977498,344.20329535439,0,1,0,2,1,1,1,1,1,4,1,0,97,1.18,0,10,10,1,10,10,3,19,44,74,349,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1
80,1,6,0,0,0,1,0,0,799.011369388801,346.268144478998,1,0,0,2,1,1,1,1,1,1,1,0,97,0.45,0,10,10,0,10,10,3,26,47,49,324,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0
80,1,6,1,0,1,0,0,0,683.331043723499,306.312303061503,1,0,0,3,1,1,2,0,0,4,2,0,97,2.21,0,10,10,1,10,10,3,4,21,27,175,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1
50,3,10,0,0,0,0,1,0,687.916285111001,462.477640975493,1,0,0,6,1,3,2,1,1,1,1,0,94,0.6,0,10,10,1,9,10,2,0,0,0,125,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1
50,1,1,0,0,0,1,0,0,801.418703002597,344.987307948301,1,0,0,2,1,1,2,1,1,2,1,0,96,1.14,0,9,10,1,10,10,1,19,27,43,318,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0
100,1,0,0,0,0,1,0,0,728.809171058401,298.471008798799,1,0,0,2,1,1,2,0,0,2,1,0,90,0.14,0,7,10,1,10,9,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1
5,4,1,0,0,0,0,1,0,749.908894115101,423.119525784102,0,0,1,4,2,1,1,0,0,1,2,0,94,0.23,0,9,10,1,10,10,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0
100,2,3,0,0,0,1,0,0,788.238012882601,353.125820692995,1,0,0,5,1,2,2,1,0,1,1,0,83,2.27,0,9,9,1,8,8,3,13,22,37,303,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
30,1,6,0,0,1,0,0,0,681.671640233603,392.116656669799,0,1,0,1,1,1,1,1,1,2,2,0,84,0.2,0,8,10,1,9,9,2,30,60,90,365,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1
50,1,10,0,0,0,1,0,0,823.116853670001,354.609812132793,0,1,0,2,2,1,1,1,1,1,4,0,93,2.89,0,9,9,1,9,9,3,3,11,36,36,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1
60,1,3,1,0,1,0,0,0,734.825014126997,344.911756277497,1,0,0,3,1,1,4,1,1,2,1,0,98,1.05,0,10,10,0,10,9,2,23,48,78,353,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1
50,1,0,0,0,1,0,0,0,698.446570690599,365.053959330893,0,1,0,1,1,1,1,1,1,1,2,0,87,0.11,0,7,9,1,7,9,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
50,1,0,0,0,1,0,0,0,697.038185205201,352.3901828177,0,1,0,2,1,1,1,0,0,5,1,0,50,0.07,0,2,9,0,4,5,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1,0,0,0,0,1,0,0,779.253714134803,316.219548404092,1,0,0,2,1,1,2,1,1,2,1,0,96,0.66,0,10,10,1,10,9,3,0,0,0,215,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
80,1,6,1,0,0,1,0,0,735.957396929699,319.226815186994,1,0,0,2,1,1,1,1,1,4,1,0,99,0.89,1,10,10,1,10,10,3,6,6,9,9,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1
0,3,10,0,0,0,1,0,0,815.359500488,361.033498691995,0,1,0,6,1,1,4,1,1,3,2,0,81,2.88,0,7,9,0,9,8,3,6,18,42,119,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
80,1,10,0,0,0,1,0,0,743.273283383502,301.517555160402,1,0,0,2,1,1,2,1,1,4,1,0,98,2.39,1,10,10,1,10,10,3,3,20,31,104,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
125,3,3,0,0,1,0,0,0,722.529264273803,344.738929084798,1,0,0,5,1,2,4,0,0,2,1,0,98,0.53,1,9,10,1,10,10,3,29,59,89,364,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1
97,4,10,0,0,0,1,0,0,765.162357934599,312.341941751399,1,0,0,6,1,2,3,1,1,3,1,0,83,3.35,0,9,9,0,10,9,3,4,10,17,274,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1
100,4,3,0,0,0,1,0,0,760.763940679602,309.901016861801,1,0,0,7,1,3,4,1,1,4,1,0,90,2.94,0,9,10,1,9,9,3,4,24,41,188,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1
50,1,10,0,0,1,0,0,0,694.5406950231,355.046988732795,0,1,0,3,1,1,1,0,0,1,8,0,82,0.3,0,9,9,1,8,9,2,0,0,1,256,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
70,3,10,1,0,1,0,0,0,685.280038897602,384.274006060792,1,0,0,6,1,2,4,1,1,4,1,0,97,2.11,1,10,10,1,9,10,3,15,40,63,328,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1
25,1,0,0,0,1,0,0,0,671.953344438002,344.650034118303,0,1,0,1,1.5,1,1,1,1,3,1,0,98,0.26,0,10,10,1,10,10,2,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
20,1,0,0,0,0,0,1,0,777.789670370801,391.037969621991,0,1,0,2,1,1,1,1,1,1,1,0,98,0.4,0,9,9,1,10,10,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1
30,1,6,0,0,0,1,0,0,728.192701815402,299.590694735102,0,1,0,4,1,1,2,1,0,2,2,0,90,0.49,0,8,9,1,10,9,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1
50,1,3,0,0,0,1,0,0,773.567727168199,352.714145921297,1,0,0,2,1,0,1,1,0,2,1,0,92,1.04,0,10,10,0,9,9,2,13,32,53,320,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
50,1,0,0,0,1,0,0,0,607.8780182713,318.388792019192,0,1,0,2,1,1,1,1,0,7,1,0,100,0.1,0,10,10,1,10,10,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
50,1,10,0,0,1,0,0,0,691.6816198164,383.045631112793,1,0,0,3,1,1,1,1,1,14,1,0,100,0.33,0,10,10,0,9,9,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
150,2,6,1,0,0,1,0,0,808.766934491402,355.438050049699,1,0,0,4,1,2,2,1,1,7,1,0,100,0.27,0,9,10,1,9,9,3,13,38,48,278,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1
70,2,0,0,0,0,1,0,0,728.223358266803,313.608189844402,0,1,0,3,1,1,1,0,0,5,1,0,100,0.36,0,9,10,1,10,10,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0
30,1,0,0,0,0,1,0,0,832.607002114599,356.717943288302,0,1,0,2,1,1,1,1,1,2,1,0,93,0.29,0,9,10,1,9,10,3,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
20,1,3,1,0,0,1,0,0,787.979811949597,348.566245582703,0,0,1,1,1,1,1,1,1,2,1,0,98,1.29,0,10,10,0,10,10,3,6,30,46,307,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0
25,1,0,0,0,1,0,0,0,704.967883540597,358.057043538096,0,1,0,2,1,1,1,1,0,1,1,0,80,0.03,0,8,10,1,10,8,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
25,1,10,0,0,1,0,0,0,678.2865312043,346.935873556703,0,1,0,2,1,1,1,0,0,3,3,0,92,0.72,0,9,10,0,9,9,3,30,60,90,365,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1
50,2,0,0,0,0,1,0,0,763.871655291297,319.788228984493,1,0,0,4,2,1,1,0,0,1,1,0,100,0.1,0,9,10,1,10,9,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
20,1,0,0,0,1,0,0,0,687.407622370202,373.784680413195,0,1,0,2,1,1,2,1,0,3,1,0,100,0.16,0,10,10,1,10,10,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
50,2,0,0,0,0,1,0,0,803.7934691244,334.287342521492,0,1,0,2,1,1,1,0,0,1,1,0,73,0.13,0,7,7,1,9,8,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
50,1,10,0,0,0,1,0,0,732.243799063397,312.43380522919,0,1,0,2,1,1,1,1,1,7,2,0,93,0.88,0,8,9,1,10,9,2,13,41,55,111,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1
30,1,0,0,0,1,0,0,0,708.6550806928,358.775876734796,0,1,0,2,1,1,1,1,1,4,2,0,100,0.11,0,10,10,0,10,9,1,29,59,89,364,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1
50,1,0,0,0,0,1,0,0,729.657164858502,297.661122527003,1,0,0,3,1,1,1,1,0,2,1,0,100,0.03,0,10,10,1,10,10,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
50,1,0,0,0,1,0,0,0,704.920707162401,361.681856809099,0,1,0,2,2,1,1,1,1,3,1,0,100,0.03,0,10,10,1,10,10,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
70,2,0,0,0,0,1,0,0,746.447722495503,314.696087171697,1,0,0,4,1,1,2,1,0,4,1,0,90,0.13,0,9,9,1,8,8,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1
